Kategori;Berita
Hoax;POTONGAN KANKER BERGERAK JAUHI BAWANG PUTIH
Hoax;KPK Putuskan Djarot Menjadi Tersangka
Hoax;BANSER MENGANGKAT SALIB
Hoax;Ambon Akan Dilanda Tsunami
Hoax;JONRU GINTING DIVONIS 20 TAHUN dan DENDA 1 M?
Hoax;Katalog Model Alexis
Hoax;Penangkapan Penyusup yang Membawa Bom ke Acara Pernikahan Putri Presiden Jokowi
Hoax;TNI Akan Kawal Uztaz Bachtiar Nasir & Ketua FPI
Hoax;KAPOLRI LARANG PENUTUPAN ALEXIS
Hoax;JENDRAL GATOT MENYATAKAN BANSER NU RASIS
Hoax;Megawati : Jangan Pernah Membongkar Nama Nama Pelanggan ALEXIS Di Depan Publik. Karena, Itu Sama Saja Mencoreng Nama Baik Pejabat Negara
Hoax;Moms…hati2 yaaa..skrg video porno bisa di search lewat WA
Hoax;BREAKING NEWS! NAMA ANIES MASUK DAFTAR TAMU ALEXIS
Hoax;Spanduk “ADEK-ADEK KORUPSI TIDAK DILARANG…” di Gedung KPK
Hoax;Seputar Jakarta News: “Alumni 212 Gelar Setahun Aksi 411 di Masjid Al Azhar”
Hoax;Kita ketawain aja HOAKnya kaum bumi datar
Hoax;Nabila Jessica Alexis Hotel
Hoax;SAPI MENANGIS PELUK PEMIKNYA SEBELUM DISEMBELIH
Hoax;KARENA KUNCI. ADMIN KITA DI BANK ADALAH NIK. DAN NAMA IBU KANDUNG
Hoax;Apabila ada salah satu yg DITERUSKAN, maka bisa dipastikan Nomor anda telah disadap!!!
Hoax;Hoax, Registrasi Kartu Prabayar Paling Lambat 31 Oktober 2017
Hoax;Bila nampak dalam perut ikan sejenis telur ikan seperti dlm gambar ini…
Hoax;Ini RS CANCER SUMBER WARAS…
Hoax;Keajaiban terjadi hari ini: Amerika dan Kanada melihat dua matahari.
Hoax;Tol sala3 ambrol
Hoax;Metro_TV: “Kembali Tenang Berdagang di Trotoar Tanah Abang”, portal-islam.id: “Serang Anies-Sandi Dengan Berita Hoax, Metro TV DIPERMALUKAN Haji Lulun
Hoax;Hati-hati Dengan Grab Avanza B 6217 UWH
Hoax;Sandi Sarankan Warga Ngadu ke Kelurahan Saja
Hoax;Ahok Ciptakan Lirik Lagu “Tuhan Tidak Tidur”
Hoax;Telur Menetas Manusia
Hoax;Pernyataan Kontroversial Wiranto Selaku Menko Polhukam Terkait Isu SARA
Hoax;Surat Presiden Jokowi Meminta Dukungan kepada BUMN untuk Pemenangan Pilpres 2019
Hoax;NU Mendukung LGBT
Hoax;Jokowi Bukan Seorang Insinyur
Hoax;Surat Presiden Jokowi Meminta Dukungan kepada BUMN untuk Pemenangan Pilpres 2019
Hoax;Klarifikasi Grup “hoax”, malah nyebar hoax..
Hoax;Anies : Solusi Banjir Di Jakarta Bukan Dari Gubernur Melainkan Dari Allah Swt, Mintalah Supaya Tidak Hujan !!
Hoax;SURAT DARI HALMAHERA, TAMBANG EMAS MALUKU UTARA DIBERIKAN KE PIHAK ASING?
Hoax;Surat Dari Halmahera, Tambang Emas Maluku Utara Diberikan Ke Pihak Asing
Hoax;HTI Menang di PTUN
Hoax;Video Tabung Gas Meledak Karena Digoyang-goyangkan
Hoax;Pernyataan Kapolda Riau : Negara Boleh Tak Ada Tentara, Tapi Polisi Harus Ada
Hoax;Minuman Beralkohol Disertai Logo Halal
Hoax; Penempelan Jabatan Pada Helm Proyek Anies-Sandi
Hoax;Operasi Penyumbatan Usus Akibat Mengkonsumi Mie Instan
Hoax;Share 79 Emoticon Baterai ke 4 Grup untuk Mengisi Penuh Baterai HP Anda
Hoax;ini dia pelaku penculikan anak. yang nantinya anak itu di bunuh lalu mayatnya di jadikan tumbal jembatan.
Hoax;Kiper Arema FC, Kurnia Meiga meninggal dunia
Hoax;Istri Ahok: Pribumi Indonesia Jadi Rakyat Aja Ngerepotin, Apalagi Jadi Pemimpin!
Hoax;Bro, Boss Mayapada kucurkan dana 100 mill untuk dana sosial…
Hoax;Modus Pecah Ban Menggunakan Botol Plastik yang Diisi Air Keras atau Paku
Hoax;Sultan Brunei, Hassanal Bolkiah, Angkat Bicara Soal Pesta Seks Gay di Jakarta
Hoax;Mantan Tukang Pos Miliki 1300 Anak Haram
Hoax;Mobil Pemuda yang Berkelahi dengan Lettu TNI AL, Terbakar
Hoax;(LPPOM) MUI Ambil Uang Rakyat Melalui Program Sertifikat Halal
Hoax;Makam Berdarah
Hoax;Permen Mengandung Narkoba di Panton Labu Aceh
Hoax;Petugas Pengamanan Mall Dipersenjatai Senapan Serbu AK-101
Hoax;Kesediaan Umat Islam Melakukan Doa Untuk Warga Jayapura
Hoax;Sebuah Rezim Yang Mencari Solusi Pembiayaan Pembangunan Dengan Cara Menjual Aset-Aset Vital Negara
Hoax;Mengenai Pemerintah Cabut Sertifikasi Halal Dari MUI
Hoax;Orang Tua Berkelahi di Lippo Mall
Hoax;Jokowi Nama Lahirnya Herberthus
Hoax;Formulir Pelaporan Kelahiran Yang Menampilkan Penggolongan Tanpa Penyebutan Agama Islam
Hoax;Seorang Pria di Inggris Melakukan Penghacuran Kaca Masjid Lalu Tertabrak Mobil
Hoax;Iklan Lowongan Pekerjaan Menghamili Istri Lurah di Gorontalo Berhadiah Rp 10 Juta
Hoax;Kerusuhan di Puncak, Bogor
Hoax;Seorang Narapidana Makan Alkitab Sebelum Dieksekusi Mati
Hoax;Demo dan Konflik antara Ojek Online dengan Angkutan Umum di Bandung
Hoax;Gunung Ili Lewotolok di Lembata Nusa Tenggara Timur Meletus
Hoax;Ketua KPUD Depok Ditetapkan Tersangka Korupsi Anggaran Pilkada Depok
Hoax;Kartu Askes Tidak Berlaku per 1 Oktober 2017
Hoax;Permen Narkoba beredar di Panton Labu, Aceh Utara
Hoax;Foto keadaan saat musibah banjir dan tanah longsor di Pangandaran
Hoax;Bayi Ini Lahir Dalam Keadaan Buta dan Perlu $200,000 Untuk Perawatannya Sampai Dia Bisa Melihat Kembali
Hoax;Masjid Pohon Pertama di Dunia
Hoax;Tulisan Yusril Ihza Mahendra Tentang Masa Depan Anak Cucu Kita
Hoax;Malih Tong-tong Meninggal Dunia
Hoax;Seruan jihad mengatasnamakan Eep Saefulloh Fatah
Hoax;Mulai Tahun Depan, PDIP Minta MUI Agar Babi Panggan Halal…
Hoax;Virus HIV di Pembalut Wanita
Hoax;Mie Instan Palsu
Hoax;HIV Dalam Makanan Kaleng dan Wabah Pengerasan Otak & Sumsum Tulang Belakang
Hoax;Punya Pistol FN Saja Sudah Berani Begini Kepada TNI, …
Hoax;Video Berantai Bom Bunuh Diri Meledak di Masjidil Haram
Hoax;JNE Bagi-Bagi Telepon Genggam Samsung S7
Hoax;Pesan Berantai Tentang Penyebab Penyakit Dalam Organ Tubuh
Hoax;Tawuran FBR vs Ambon di Cililitan
Hoax;Tertipu Belanja “Online”, Warga Bisa Lapor Polisi lewat Tiga Jalur Ini
Hoax;Bra Yang Berisi Cairan Penyebab Kanker Payudara
Hoax;Pertanda Alam, Kera Putih Mulai Turun Dari Gunung Agung
Hoax;Pesan Telak Dari Kopassus
Hoax;23 KEBETULAN ITU
Hoax;Produk-Produk Bumbu Penyedap Masakan Mengandung Babi
Hoax;Australia Ingatkan Indonesia Tentang Jendral Gatot Yang Haus Kekuasaan
Hoax;Jokowi Dikatakan Seperti Anak Kecil dan Bodoh oleh Media Luar
Hoax;Petisi Rahasia yang Menuntut Referendum Kemerdekaan Baru untuk Papua Barat Telah Dipresentasikan ke Perserikatan Bangsa-Bangsa
Hoax;Bila mereka adalah bagian dari generasi bangkit PKI, waspadalah kita semua.
Hoax;Begal Pocong 2017
Hoax;Foto oknum petugas serta Surat tugas PLN palsu
Hoax;WARGA TANPA BPJS SULIT MENGURUS BERKAS DI 2018
Hoax;Halte di Sukoharjo Palu-Arit
Hoax;Jokowi: Revolusi mental akan gagal kalau agama tidak dipisahkan dari politik
Hoax;WhatSapp Dikenakan Biaya Pasca Diakuisisi Facebook
Hoax;Yayasan Miracle Hope Ingin Membantu Untuk Mengobati Penderita Kanker Jenis Apapun
Hoax;Video Wawancara Ribka Tjiptaning Yang Sudah Disunting
Hoax;Undangan Resmi dari Panglima TNI
Hoax;Permen Susu Mengandung PCC
Hoax;Penilaian Mengejutkan Agen CIA Tentang Jokowi
Hoax;Fahri Hamzah Anak dari MH Lukman Ketua CC PKI
Hoax;Bocah Ini Kena Gangguan Jiwa karena Terlalu Banyak Ikut Les
Hoax;Presiden Jokowi: Di Dalam Dokumen Asli PKI Tidak Sepenuhnya Bersalah, Mereka Hanya Terkena Fitnah Di Zaman Itu
Hoax;Merk Pakaian GAP Merupakan Singkatan dari Gay And Proud
Hoax;The un, OIC, world human rights organization have become blind..
Hoax;PANAS! Presiden Halimah Ditolak Warga Etnis China, Sultan Brunei Ancam Beli Singapura dan…
Hoax;TRAGIS! 5 Biksu Tewas Diserang Buaya Saat Mengejar dan Menembaki Pengungsi Rohingya
Hoax;Foto Letusan Gunung Agung
Hoax;Anggota DPR RI Tdk Tahu PKI Itu Melanggar TAP MPRS XXV 1966
Hoax;Usulan KH Wahid Hasyim yang Menyebutkan Bahwa Agama Negara Indonesia Adalah Islam
Hoax;Waspada Dokter Palsu PKI tularkan HIV/AIDS Lewat Jarum Suntik
Hoax;Foto John Kei yang Sudah Disunting
Hoax;Saya baru tau kalau shalat Ghaib ada sujudnya. Pake Madzhab Abu Janda hahaha
Hoax;Wali Kota Pekalongan Meninggal Setelah Segel Masjid
Hoax;Foto Biksu Wirathu dieksekusi oleh pasukan militan.
Hoax;PERLU KITA KETAHUI Inilah sejumlah video pembataian umat muslim di rohingya
Hoax;PANADOL P-500 ADALAH TISU BASAH YANG DIKERASKAN
Hoax;Kota Myanmar menjadi kota terkutuk akibat perbuatannya…
Hoax;Banser NU Jatim Siap Jadi Relawan ke Myanmar
Hoax;Tidak Terima Dipecat Yansen Binti Ungkap Pembakaran Sekolah Perintah Prabowo 
Hoax;#PleaseSaveBurma oleh @1st_Allah
Hoax;Balita Rohingya Menyusu Pada Jasad Ibunya
Hoax;Indonesia Stop Bahas Soal Muslim Rohingnya, “Urus Saja Negeri Kalian” Kata Suu Kyi
Hoax;Biksu Myanmar Terkena Azab Penyakit Misteri
Hoax;Foto Munas Partai Hanura ada Ahok
Hoax;Pemerintah Memantau Jalur Komunikasi dan Media Sosial Masyarakat
Hoax;Indonesia Kirim 10.000 Tentara Ke Myanmar
Hoax;Bawa Langsung Lansia ke Rumah Lansia Atmabrata
Hoax;Umat Budha di Indonesia Disebut Hanya Diam Melihat Kekerasan Yang Menimpa Suku Rohingya di Myanmar
Hoax;Bunga Megapuspa yang mekar di Puncak Jayawijaya Papua
Hoax;Tim Malaysia Berfoto Dengan Bendera Terbalik
Hoax;Bahaya Sinar Kosmik yang Melewati Bumi Malam Hari
Hoax;GARAM PALSU YANG TERNYATA SERPIHAN KACA
Hoax;JARI TANGAN PRIA MENGHITAM SETELAH MEMBAKAR AL-QURAN
Hoax;Sekolah pengkaderan misionaris yang disponsori oleh AQUA
Hoax;SETYA NOVANTO AKAN BACAKAN TEKS PROKLAMASI
Hoax;RS Gatot Subroto Jkt, sdh mulai ada pengobatan tumor ganas/ kanker CELL CURE
Hoax;NAJWA SHIHAB JADI MENTERI SOSIAL
Hoax;Azab Pada Yahudi di Israel
Hoax;Ahok Masih Berkeliaran Pasca Putusan Pengadilan
Hoax; Pemerintah Indonesia Mengundang SNSD Untuk Hut RI
Hoax;Pengusiran Petani oleh Pasukan Barakuda
Hoax;Foto Beserta Video Pesawat Tempur dan Rudal Israel Yang Diarahkan Ke Palestina dan Masjid Al-Aqsa
Hoax;Big Data Cyber Security Indonesia sudah terpasang
Hoax;Pakar IT No.1 Dubai Mengatakan Chat Habieb Rizieq Shihab-FIRZA 100% Palsu (Fake)
Hoax;Judul Berita Liputan6 ‘Cerita Megawati Pertama Kali Bertemu Pendiri NU’
Hoax;Uang Rupiah Baru Bertandatangan Menteri Keuangan
Hoax;Tusuk Gigi Sebarkan HIV AIDS
Hoax;Foto Setengah Bugil, Diduga Milik Najwa Shihab
Hoax;Penyalahgunakan Nama CNN Indonesia Dalam Beberapa Telegram Chat
Hoax;Irina, Istri Ahli IT Hermansyah disebut Mantan PSK
Hoax;Proyek Tol Semarang-Batang Robohkan 164 Masjid
Hoax;Tim Olimpiade Sains Nasional Jabar Terlantar Di Riau
Hoax;Nikah Gratis di Hotel Trans Bandung
Hoax;Ajakan melakukan kekerasan kalau dilarang takbir keliling
Hoax;Putra Sulung Jokowi Dituding Sebagai Pendukung Teori Bumi Datar
Hoax;Fluoride Sangat Berbahaya, Bisa Menyebabkan Kanker
Hoax;Quraish Syihab Jadi Khatib Sholat Ied, Masjid Istiqlal Sepi Jamaah!
Hoax;Daun Berpaku di Madiun
Hoax;Takbiran Dilarang di Kota Bandung
Hoax;GAJAH MADA BERAGAMA ISLAM
Hoax;JADWAL SELEKSI PENETAPAN SK CPNS
Hoax;TNI Masuk Masjid di Tasik Pakai Sepatu
Hoax;AFI NIHAYA FARADISA LAKUKAN PLAGIAT
Hoax;SHAH RUKH KHAN MENINGGAL DUNIA
Hoax;Amien Rais: “Uang Korupsi Yang Saya Terima Hanya 600 Juta”
Hoax;Harry Sufehmi, Otak Di Belakang Munculnya Afi Inayah
Hoax;Pembegal dan Penjambret Akan Balas Dendam
Hoax;Lowongan Pekerjaan di PT Badak LNG
Hoax;Pelaku Bom Kampung Melayu adalah Anggota Polisi
Hoax;Penangkapan Gengster di Jatiwaringin dan Lenteng Agung Disebut Tanpa Peran Polisi
Hoax;Pertemuan Suku Dayak Menuntut Gubernur Kalimantan Barat Untuk Meminta Maaf
Hoax;Kemendagri Cabut Perda Minuman Keras
Hoax;Red Notice Interpol Untuk Penangkapan Rizieq Shihab
Hoax;Admin Grup Whatsapp Dihukum Penjara
Hoax;Gambar DPO Palsu Bergambar Rizieq Shihab
Hoax;Gubernur Sulsel Mendukung Gerakan Matikan 1000 Lilin
Hoax;J Kristiadi Buat Surat Terbuka kepad Jusuf Kalla Terkait Pengusaha Keturunan Tionghoa
Hoax;Klaim Azzam Mujahid Izzulhaq : “Masing-masing Negara Hampir Seluruhnya Memiliki Pasal Penistaan Agama/Religious Blasphemy
Hoax;Konser Anies – Sandi No 3 Menang Telak
Hoax;FASILITAS RUANG TAHANAN AHOK BAK BINTANG LIMA
Hoax;Jonru : proses pembubaran HTI cacat hukum, dibubarkan hanya lewat pidato Menteri.
Hoax;EMPAT ANGGOTA FPI LAKUKAN PENCURIAN DI JAKARTA
Hoax;SALJU JATUH DIJALAN SUDIRMAN
Hoax;ISIS SEBAR AIDS DI JOGJA
Hoax;Mahfud MD : “khawatir angket KPK berujung pada pemakzulan Jokowi”
Hoax;MOTOR TERBAKAR KARENA HP DIDALAM JOK
Hoax;Foto Fadli Zon Dengan Alm Suhardi
Hoax;Suku Baduy Menuntut Ahok Dipenjara 5 Tahun
Hoax;Lucky Florist Rugi Karena Pesanan Bunga Untuk Ahok-Djarot
Hoax;Foto Tangkapan Layar Berita Munarman Dengan Narasi Provokatif
Hoax;PT DI Dijual Ke China
Hoax;Jusuf Kalla Minta Jangan Beri Bunga Kepada Anies Sandi
Hoax;Ahok Diminta Menjadi Walikota Berlin
Hoax;Tangkapan  Layar Ponsel Ahok yang Diretas
Hoax;Ulama Bermain Video Mesum
Hoax;Pesan Berantai Lowongan Pekerjaan Sebagai Guru Baca Tulis Al Quran
Hoax;Foto Pemandangan Kota Damaskus Suriah
Hoax;Judul Berita Media Asing Yang Menghina Jokowi
Hoax;Acara International Khilafah Forum 1438 H
Hoax;Video Jokowi Diolok-Olok Di Arab Saudi
Hoax;Ketika Anies-Sandi Menang Dengan Kekuatan Kaum Radikal Indonesia
Hoax;Temuan Kecurangan Penghitungan Suara di TPS 31 Menteng, Suara Anies-Sandi Melonjak 1000%
Hoax;Ujaran Kebencian Untuk Etnis China Yang Mengatasnamakan Sultan Hamengkubuwono X
Hoax;Jokowi Bersama Ahok Bagikan Amplop Berisi Uang dan Beras Untuk Warga Cilincing
Hoax;Beredar Surat Peresmian Masjid Raya Jakarta
Hoax;Disneyland Akan Dibangun di Boyolali Jawa Tengah
Hoax;Editan Poster Acara Jakgram Yang menunjukan 3 Jari
Hoax;Beredar Meme Perempuan Korea Dibunuh Oleh Aktivis Cina
Hoax;Masjid Raya DKI bersimbol Bintang David, Yahudi
Hoax;Wakil Bupati Ciamis Dukung Ahok ke Jakarta dan Gunakan Kaos Berlogo Palu Arit
Hoax;Majalah Al Islam Palsu “Wujudkan Jakarta Bersyariah”
Hoax;Nomor Telepon Luar Negeri Diklaim Mampu Menyalin Seluruh Data Kontak Hp, Kartu Kredit dan Rekening Bank
Hoax;Membuang Tisu Bekas di Wadah Makan atau Minum di Singapur Dikenakan Denda
Hoax;Masjid Raya Daan Mogot atau KH. Hasyim Asy’ari Berbentuk Salib
Hoax;Soda Kue Dicampur Madu Dapat Menyembuhkan Kanker
Hoax;Jual Beli Properti Harus Tercatat dalam SPT Pemilik atau Telah Dilaporkan dalam Tax Amnesty
Hoax;ANIS : “Saya takut dia (Ahok) memberi racun kepada warga”
Hoax;UANG NKRI EDISI 2016 BERHASIL DIPALSUKAN
Hoax;Kontrak Politik Anies Baswedan Untuk Pimpin Jakarta Dengan Nilai Syariat Islam
Hoax;HOAX: Penculikan Anak Untuk Jual Organ Tubuh
Hoax;Ahok Terima Briefing sebelum acara Debat Final Pilkada MetroTV
Hoax;Rekomendasi pengacara M. Mahendra Maskur Sinaga, Guna Antisipasi Pelanggaran Privasi
Hoax;Sultan ibn Khalid ibn Sultan Al-Saud Bertemu Dengan Polisi New York
Hoax;Alm. KH. Hasyim Muzadi Adzan Subuh Sebelum Wafat
Hoax;Indonesia Siaga 1 Setelah Pilkada, Tentara Cina Komunis Akan Makar
Hoax;MARAK PENCULIKAN ANAK KECIL DENGAN PELAKU SADIS DAN KEJI
Hoax;BAHAYA OBAT BIUS UNTUK WANITA PROGESTEREX
Hoax;Anies Menuduh Ahok Menyabotase Lift
Hoax;Makan Mie dan Cokelat Berbahaya
Hoax;Menekan Semua Tombol Saat Lift Terjatuh Untuk Mengaktifkan Mekanisme Keselamatannya
Hoax;Sinar Kosmik Berbahaya Radiasi
Hoax;Status Keamanan Negara Siaga Satu Pasca Pilkada DKI Jakarta
Hoax;Meme Gus Mus
Hoax;Pendukung Ahok Tidak Paham Sholat Jenazah Tidak Pakai Ruku’
Hoax;Foto Jokowi Shalat Jenazah Pakai Duduk
Hoax;Penculikan Anak Yang Gunakan Foto Korban Perang dan Video Pembantaian
Hoax;Meme Foto Gus Mus
Hoax;Pengendara Gojek Ditabrak Lari Oleh Sopir Angkot di Tangerang
Hoax;Foto Putri Raja Salman Mengenakan Pakaian Adat Bali
Hoax;Meme Anggaran Kemendikbud 400 Trilyun
Hoax;Penculikan Anak Gelandangan di Brebes
Hoax;Alfian Tandjung Menuduh NU Kendal Rayakan HUT PKI Pada Tanggal 23 Mei 2015
Hoax;Nezar Patria adalah Kader PKI, Ikut Rapat Setiap Malam di Istana Setelah Jam 8 Malam, Demikian Tuduhan dari Alfian Tandjung
Hoax;Video Cindera Mata Raja Salman Untuk Ibu Iriana Jokowi Yang Diserahkan Ke KPK
Hoax;Selebaran Waspada Penculik Beredar di Medsos
Hoax;PGI Siap Berkati Jasad Muslim Pendukung Ahok Yang Tidak Diurus Oleh Muslim
Hoax;Meme Pesan Gus Dur Sebelum Wafat
Hoax;Foto Salam Tiga Jari Raja Salman
Hoax;Daftar Obat Terlarang BPOM (Kop Surat RS Siloam)
Hoax;Comedian Ernest Prakasa Sebut Zakir Naik Sebagai Pendana ISIS
Hoax;Klaim Ahok Bersalaman Dengan Raja Salman Adalah Hoax
Hoax;Penggerebekan KPK Dan Polri Di Rumah Anies Baswedan
Hoax;Ahok Dan Pendukungnya Alami Masalah Otak
Hoax;Ahok Resmi Dihukum Pancung
Hoax;Ibu Iriana Dapat Kalung dari Raja Salman dan Diserahkan ke KPK
Hoax;Dana Santunan Korban Crane Sudah Cair Tapi Belum Disalurkan
Hoax;Perampokan Terekam CCTV di Jalan Braga Bandung
Hoax;Terjemahan Koran Berbahasa Arab Bahwa Indonesia Kurang Bertata Krama Terhadap Raja Salman
Hoax;Penculikan Anak deng Modus Pura-pura Gila di Pemalang
Hoax;Ahok Bersalaman dengan Raja Salman adalah Editan
Hoax;Lowongan Kerja PT. Badak LNG
Hoax;PGI siap berkati jasad muslim pendukung ahok yang tidak diurus oleh muslim
Hoax;PUTRI RAJA SALMAN YANG CANTIK
Hoax;Parasetamol Mengandung Virus
Hoax;Foto Bambang Tri Kondisi Terbaru
Hoax;SUNITA WILLIAMS WANITA INDIA PERTAMA YANG PERGI KE BULAN DAN MUALAF
Hoax;Sri Mulyani Indrawati sedih, Rp400triliun anggaran Kemendikbud Habis Tapi Hasil Tidak Tercapai
Hoax;MINUM DENGAN POSISI BERDIRI BISA TIMBULKAN SAKIT BATU GINJAL
Hoax;PARACETAMOL MENGANDUNG VIRUS MACHUPO
Hoax;Jembatan Kaca di Cina Jatuh Hancur Membawa Bencana
Hoax;Prof. Taruna Ikrar : “Ahok alami masalah pada otak”
Hoax;Foto-Foto Aparat Bersenjata Di Jakarta
Hoax;Banjir Di Depan Istana
Hoax;Tim Kampanye Ahok Bagi-Bagi Uang Melalui ATM
Hoax;Penembak Jitu Membidik Peserta Aksi 212 Jilid 2
Hoax;Masjid Istiqlal Digembok Untuk Menghalau Peserta Aksi 212 Jilid 2
Hoax;Anak Durhaka Berubah Menjadi Ikan
Hoax;Acara Lomba Baca Puisi Wiji Thukul di Universitas Pekalongan
Hoax;Foto Jokowi dan Megawati Potong Tumpeng Di Atas Meja Berlambang PKI
Hoax;KPU Dipimpin Ainun Najib Dan Servernya Dikendalikan Dari Singapura
Hoax;Cumi-cumi Raksasa Di Meulaboh
Hoax;Video Simulasi Hacking Manipulasi Suara Pilgub DKI 2017
Hoax;Foto Bareng Anies Baswedan dengan Ulama Petinggi ISIS Yusuf Al-Qaradhawi
Hoax;Perubahan Suara saat Hitungan KPU sudah 100%, Perolehan Suara Anies-Sandi Berkurang 7000 suara
Hoax;Uang Bayaran dari Tim Basuki-Djarot
Hoax;Perlakuan Berbeda antara GNPF MUI dengan Teman Ahok Terkait Sumbangan Dana di Hadapan Polri
Hoax;AOCT, Hackers Yang Mengganti Data Paslon 3
Hoax;Arab Saudi Ancam Skorsing Haji Indonesia Jika Kasus Penista Agama Tidak Dihukum Setimpal
Hoax;Istana Melarang Sholat (Di Mesjid Baiturrahim Istana)
Hoax;HOAX: Istri Ahok: Pribumi Indonesia Jadi Rakyat Aja Ngerepotin, Apalagi Jadi Pemimpin!
Hoax;Poster ‘Aksi Damai Bela Islam 5’ Yang Mencantumkan Nama dan Foto Gatot Nurmantyo
Hoax;AOCT (Ahokers Organitasion Cyber Team)
Hoax;Website KPU Gampang Jebol Karena Scriptnya Telanjang
Hoax;Gatot Nurmantyo Akan Menghabisi Oknum PKI Walaupun Joko Widodo Melarang Dan Berisiko Dipecat Sebagai Panglima TNI
Hoax;Penonaktifan Ahok Presiden Menunggu Isyarat Dari Investor Reklamasi (Foto)
Hoax;Istana Adalah Pelaku Manipulasi Data (IP Address 112.215.71.242)
Hoax;Sapi Hasil Persilangan Dengan Babi
Hoax;Mujahid Cyber Membela KPU Dari Serangan Hacker Ahok
Hoax;Server KPU di Hack Ainun Najib dari Singapura
Hoax;PKI Gelar Lomba Baca Puisi di Universitas Pekalongan
Hoax;IT KPU dituding Curang Matikan Server Situs KPU
Hoax;Ahokers Dituding Mengubah Data KPU
Hoax;Rekruitmen PT. Angkasapura Airport
Hoax;Website KPU dijebol oleh hacker China, Sehingga Suara Ahok Jadi Naik
Hoax;Situs KPU diretas Hacker
Hoax;Mesin Penyedot Suara dari Tiongkok Mulai Bermain
Hoax;Akun Facebook Satlantas Surakarta Memasang Logo Palu Arit
Hoax;Markas Indonesia Mengajar Dijadikan Basecamp oleh Anies di Pilkada DKI
Hoax;Yang Benci FPI Ada Lima (Foto Gus Mus)
Hoax;TNI Bergerak ke Megamendung untuk Menghadang Polisi dan Lindungi Habib Rizieq
Hoax;Jika Kami Menang Gereja di Jakarta Harus Lebih Besar dari Istiqlal
Hoax;KH Maimoen Zubair Doakan yang Tidak Baik untuk Ahok
Hoax;450 RIBU KTP DIKIRIMKAN DARI KAMBOJA UNTUK KEPENTINGAN KAMPANYE
Hoax;Bocoran Nama-Nama Penerima Gratifikasi Proyek eKTP, Terdapat Nama Ahok
Hoax;Larangan Sholat Lima Waktu di Istana
Hoax;Pencabutan sertifikasi halal untuk McD, KFC, Pizza Hut, & Dominos
Hoax;AA GYM : “Lebih baik pilih pemimpin koruptor tapi muslim. Daripada pemimpin bersih, jujur tapi KAFIR (Non Muslim)”
Hoax;Mengkonsumsi Sayap dan Ceker Ayam yang Disuntik Hormon Dapat Menyebabkan Kanker
Hoax;Kaesang Sindir SBY Dalam Akun Media Sosialnya
Hoax;Menuliskan Kode Tertentu Muncul Nama Mark Zuckerberg Bukti Akun Tidak Di-Hack
Hoax;Sertifikasi Khatib dengan Persyaratan dan Nominal Penghasilan
Hoax;Running text Metro TV, Istighosah Tanggal 5 Februari Dirumah Djan Faridz Dihadiri Oleh Kiai Said Aqil Siroj
Hoax;Tangkapan Layar dari Video Metro TV Yang Berjudul ‘300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals’
Hoax;Shinta Nuriyah Dikatakan Berkomentar Soal Ahok dan FPI, dan Mengecam GP Ansor
Hoax;Anggota Kepolisian Tergabung Dalam Jaringan Radikalisme
Hoax;KTP Pemilih Digandakan Untuk Orang Yang Sama Beretnis China
Hoax;Firza Husein Akui Chat Seks Dengan Rizieq Shihab, Setelah Menjawab 20 Pertanyaan di Mako Brimob Kelapa Dua
Hoax;Pesan Whatsapp Mohammad Guntur Romli kepada relawan BADJA
Hoax;Pernyataan Danjen Kopassus Dukung FPI
Hoax;Gus Mus Nyatakan Ada Lima Golongan yang Benci FPI
Hoax;Boikot Sari Roti Yang Ganti Nama Jadi Garmelia
Hoax;Gereja Pulo Mas Tak Digusur
Hoax;Tulisan “Indonesia” Di Uang Rupiah Emisi 2016 Seperti Senjata
Hoax;Teman Ahok Akan Bunuh Diri Jika Kalah Di Pilkada (Screenshot TV)
Hoax;LSM Preman Dijamu Pembina Preman Kapolda Jabar (Foto Makan Bersama)
Hoax;AHOK & DJAROT TERLIBAT PERSELISIHAN
Hoax;Biskuit Mudah Terbakar Karena Mengandung Lilin
Hoax;Temuan Money Politic Paslon 2 (Foto Tiga Ibu Memegang Amplop Berisi Uang)
Hoax;Gedung Putih Dibanjiri Massa Pro Ahok Menuntut FPI Dibubarkan
Hoax;Uang jaman Ir.Soekarno bertuliskan lafadz ALLAH (Indonesia negara Islam)
Hoax;MUI AKAN BAHAS FATWA HARAM ANGPAO IMLEK
Hoax;Alm. Ust. Suratman Meninggal Dunia Setelah Dikeroyok Kader GMBI
Hoax;Jokowi Terobos Kebakaran Pasar Senen Pedagang Teriak Pencitraan
Hoax;Kalijodoh Dimiliki Oleh Sinarmas Land
Hoax;Foto Santri Berbaris Bergandengan Tangan Dengan Tulisan “Mendukung FPI Dan Ulama Yang Di Dzolimi”
Hoax;Foto Hitam Putih Tentara Mengibarkan Bendera Dengan Logo “Komunis” Dan Uang Pecahan 100 Ribu Rupiah
Hoax;RTH/RPTRA Kalijodo Milik PT Sinarmas Land
Hoax;Obama Memegang Bokong Melania Trump
Hoax;TNI Mengancam Polri
Hoax;Presiden Jokowi Diledek Korban Kebakaran Saat Mendatangi Pasar Senen yang Terbakar
